0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
12;existentes/pagos;veiculo novo;2133;"Desconhecido
";>=7;4;feminino div/dep/cas;nao;4.0;52;nenhum;de graca;1;altamente qualificado/empresario;1;1;0;1
18;existentes/pagos;moveis;2039;"<100
";1<=X<4;1;feminino div/dep/cas;nao;4.0;20;banco;alugada;1;qualificado;1;0;0;0
9;Critico-outros creditos;veiculo novo;2799;"<100
";1<=X<4;2;masculino solteiro;nao;2.0;36;nenhum;alugada;2;qualificado;2;0;0;1
12;existentes/pagos;moveis;1289;"<100
";1<=X<4;4;masculino solteiro;sim;1.0;21;nenhum;proria;1;nao qualificado;1;0;0;1
18;existentes/pagos;quitar divida;1217;"<100
";1<=X<4;4;masculino cas/viu;nao;3.0;47;nenhum;proria;1;nao qualificado;1;1;0;0
12;Critico-outros creditos;moveis;2246;"<100
";>=7;3;masculino solteiro;nao;3.0;60;nenhum;proria;2;qualificado;1;0;0;0
12;Critico-outros creditos;reforma;385;"<100
";4<=X<7;4;feminino div/dep/cas;nao;3.0;58;nenhum;proria;4;nao qualificado;1;1;0;1
24;Atrasos anteriores;veiculo novo;1965;"Desconhecido
";1<=X<4;4;feminino div/dep/cas;nao;4.0;42;nenhum;alugada;2;qualificado;1;1;0;1
21;existentes/pagos;abrir negocio;1572;>=1000;>=7;4;feminino div/dep/cas;nao;4.0;36;banco;proria;1;nao qualificado;1;0;0;1
24;existentes/pagos;veiculo novo;2718;"<100
";1<=X<4;3;feminino div/dep/cas;nao;4.0;20;nenhum;alugada;1;nao qualificado;1;1;0;0
24;todos pagos;outros;1358;"Desconhecido
";>=7;4;masculino solteiro;nao;3.0;40;loja;proria;1;altamente qualificado/empresario;1;1;0;0
6;todos pagos;veiculo novo;931;100<=X<500;<1;1;feminino div/dep/cas;nao;1.0;32;loja;proria;1;nao qualificado;1;0;0;0
24;existentes/pagos;veiculo novo;1442;"<100
";4<=X<7;4;feminino div/dep/cas;nao;4.0;23;nenhum;alugada;2;qualificado;1;0;0;0
24;sem creditos/todos pagos;abrir negocio;4241;"<100
";1<=X<4;1;masculino solteiro;nao;4.0;36;nenhum;proria;3;nao qualificado;1;1;0;0
18;Critico-outros creditos;veiculo novo;2775;"<100
";4<=X<7;2;masculino solteiro;nao;2.0;31;banco;proria;2;qualificado;1;0;0;0
24;Atrasos anteriores;abrir negocio;3863;"<100
";1<=X<4;1;masculino solteiro;nao;2.0;32;nenhum;de graca;1;qualificado;1;0;0;1
7;existentes/pagos;reforma;2329;"<100
";<1;1;feminino div/dep/cas;sim;1.0;45;nenhum;proria;1;qualificado;1;0;0;1
9;existentes/pagos;moveis;918;"<100
";1<=X<4;4;feminino div/dep/cas;nao;1.0;30;nenhum;proria;1;qualificado;1;0;0;0
24;todos pagos;educacao;1837;"<100
";4<=X<7;4;feminino div/dep/cas;nao;4.0;34;banco;de graca;1;nao qualificado;1;0;0;0
36;existentes/pagos;moveis;3349;"<100
";1<=X<4;4;feminino div/dep/cas;nao;2.0;28;nenhum;proria;1;altamente qualificado/empresario;1;1;0;0
10;existentes/pagos;moveis;1275;"<100
";<1;4;feminino div/dep/cas;nao;2.0;23;nenhum;proria;1;qualificado;1;0;0;1
24;todos pagos;moveis;2828;500<=X<1000;1<=X<4;4;masculino solteiro;nao;4.0;22;loja;proria;1;qualificado;1;1;0;1
24;Critico-outros creditos;abrir negocio;4526;"<100
";1<=X<4;3;masculino solteiro;nao;2.0;74;nenhum;proria;1;altamente qualificado/empresario;1;1;0;1
36;existentes/pagos;reforma;2671;100<=X<500;1<=X<4;4;feminino div/dep/cas;co requerente;4.0;50;nenhum;de graca;1;qualificado;1;0;0;0
18;existentes/pagos;reforma;2051;"<100
";<1;4;masculino solteiro;nao;1.0;33;nenhum;proria;1;qualificado;1;0;0;1
15;existentes/pagos;veiculo usado;1300;"Desconhecido
";>=7;4;masculino solteiro;nao;4.0;45;banco;de graca;1;qualificado;2;0;0;1
12;existentes/pagos;quitar divida;741;100<=X<500;Desempregado;4;feminino div/dep/cas;nao;3.0;22;nenhum;proria;1;qualificado;1;0;0;0
10;existentes/pagos;veiculo novo;1240;100<=X<500;>=7;1;feminino div/dep/cas;nao;4.0;48;nenhum;de graca;1;nao qualificado;2;0;0;0
21;existentes/pagos;reforma;3357;>=1000;<1;4;feminino div/dep/cas;nao;2.0;29;banco;proria;1;qualificado;1;0;0;1
24;todos pagos;veiculo usado;3632;"<100
";1<=X<4;1;feminino div/dep/cas;sim;4.0;22;banco;alugada;1;qualificado;1;0;1;1
18;Atrasos anteriores;moveis;1808;"<100
";4<=X<7;4;feminino div/dep/cas;nao;1.0;22;nenhum;proria;1;qualificado;1;0;0;0
48;sem creditos/todos pagos;abrir negocio;12204;"Desconhecido
";1<=X<4;2;masculino solteiro;nao;2.0;48;banco;proria;1;altamente qualificado/empresario;1;1;0;1
60;Atrasos anteriores;reforma;9157;"Desconhecido
";1<=X<4;2;masculino solteiro;nao;2.0;27;nenhum;de graca;1;altamente qualificado/empresario;1;0;0;1
6;Critico-outros creditos;veiculo novo;3676;"<100
";1<=X<4;1;masculino solteiro;nao;3.0;37;nenhum;alugada;3;qualificado;2;0;0;1
30;existentes/pagos;moveis;3441;100<=X<500;1<=X<4;2;feminino div/dep/cas;co requerente;4.0;21;nenhum;alugada;1;qualificado;1;0;0;0
12;existentes/pagos;veiculo novo;640;"<100
";1<=X<4;4;maculino div/dep;nao;2.0;49;nenhum;proria;1;nao qualificado;1;0;0;1
21;Critico-outros creditos;abrir negocio;3652;"<100
";4<=X<7;2;masculino solteiro;nao;3.0;27;nenhum;proria;2;qualificado;1;0;0;1
18;Critico-outros creditos;veiculo novo;1530;"<100
";1<=X<4;3;masculino solteiro;nao;2.0;32;banco;proria;2;qualificado;1;0;0;0
48;existentes/pagos;abrir negocio;3914;"Desconhecido
";1<=X<4;4;maculino div/dep;nao;2.0;38;banco;proria;1;qualificado;1;0;0;0
12;existentes/pagos;moveis;1858;"<100
";<1;4;feminino div/dep/cas;nao;1.0;22;nenhum;alugada;1;qualificado;1;0;0;1
18;existentes/pagos;reforma;2600;"<100
";1<=X<4;4;masculino solteiro;nao;4.0;65;nenhum;de graca;2;qualificado;1;0;0;0
15;existentes/pagos;reforma;1979;"Desconhecido
";>=7;4;masculino solteiro;nao;2.0;35;nenhum;proria;1;qualificado;1;0;0;1
6;existentes/pagos;moveis;2116;"<100
";1<=X<4;2;masculino solteiro;nao;2.0;41;nenhum;proria;1;qualificado;1;1;0;1
9;todos pagos;veiculo novo;1437;100<=X<500;4<=X<7;2;masculino solteiro;nao;3.0;29;nenhum;proria;1;qualificado;1;0;0;0
42;Critico-outros creditos;moveis;4042;500<=X<1000;1<=X<4;4;masculino solteiro;nao;4.0;36;nenhum;proria;2;qualificado;1;1;0;1
9;existentes/pagos;educacao;3832;"Desconhecido
";>=7;1;masculino solteiro;nao;4.0;64;nenhum;proria;1;nao qualificado;1;0;0;1
24;existentes/pagos;reforma;3660;"<100
";1<=X<4;2;feminino div/dep/cas;nao;4.0;28;nenhum;proria;1;qualificado;1;0;0;1
18;todos pagos;moveis;1553;"<100
";1<=X<4;4;masculino solteiro;nao;3.0;44;banco;proria;1;qualificado;1;0;0;0
15;existentes/pagos;reforma;1444;"Desconhecido
";<1;4;masculino solteiro;nao;1.0;23;nenhum;proria;1;qualificado;1;0;0;1
9;existentes/pagos;moveis;1980;"<100
";<1;2;feminino div/dep/cas;co requerente;2.0;19;nenhum;alugada;2;qualificado;1;0;0;0
24;existentes/pagos;veiculo novo;1355;"<100
";<1;3;feminino div/dep/cas;nao;4.0;25;nenhum;proria;1;nao qualificado;1;1;0;0
12;existentes/pagos;educacao;1393;"<100
";>=7;4;masculino solteiro;nao;4.0;47;banco;proria;3;qualificado;2;1;0;1
24;existentes/pagos;reforma;1376;500<=X<1000;4<=X<7;4;feminino div/dep/cas;nao;1.0;28;nenhum;proria;1;qualificado;1;0;0;1
60;Atrasos anteriores;reforma;15653;"<100
";4<=X<7;2;masculino solteiro;nao;4.0;21;nenhum;proria;2;qualificado;1;1;0;1
12;existentes/pagos;reforma;1493;"<100
";<1;4;feminino div/dep/cas;nao;3.0;34;nenhum;proria;1;qualificado;2;0;0;1
42;Atrasos anteriores;reforma;4370;"<100
";4<=X<7;3;masculino solteiro;nao;2.0;26;banco;proria;2;qualificado;2;1;0;0
18;existentes/pagos;educacao;750;"<100
";Desempregado;4;feminino div/dep/cas;nao;1.0;27;nenhum;proria;1;desempregado;1;0;0;0
15;existentes/pagos;reforma casa;1308;"<100
";>=7;4;masculino solteiro;nao;4.0;38;nenhum;proria;2;nao qualificado;1;0;0;1
15;existentes/pagos;educacao;4623;100<=X<500;1<=X<4;3;masculino solteiro;nao;2.0;40;nenhum;proria;1;altamente qualificado/empresario;1;1;0;0
24;Critico-outros creditos;reforma;1851;"<100
";4<=X<7;4;masculino cas/viu;sim;2.0;33;nenhum;proria;2;qualificado;1;1;0;1
18;Critico-outros creditos;reforma;1880;"<100
";4<=X<7;4;masculino cas/viu;nao;1.0;32;nenhum;proria;2;altamente qualificado/empresario;1;1;0;1
36;Atrasos anteriores;abrir negocio;7980;"Desconhecido
";<1;4;masculino solteiro;nao;4.0;27;nenhum;alugada;2;qualificado;1;1;0;0
30;sem creditos/todos pagos;moveis;4583;"<100
";1<=X<4;2;maculino div/dep;sim;2.0;32;nenhum;proria;2;qualificado;1;0;0;1
12;existentes/pagos;veiculo novo;1386;500<=X<1000;1<=X<4;2;feminino div/dep/cas;nao;2.0;26;nenhum;proria;1;qualificado;1;0;0;0
24;existentes/pagos;veiculo novo;947;"<100
";4<=X<7;4;masculino solteiro;nao;3.0;38;banco;de graca;1;qualificado;2;0;0;0
48;existentes/pagos;educacao;7476;"<100
";4<=X<7;4;masculino solteiro;nao;1.0;50;nenhum;de graca;1;altamente qualificado/empresario;1;1;0;1
12;existentes/pagos;moveis;1922;"<100
";1<=X<4;4;masculino solteiro;nao;2.0;37;nenhum;proria;1;nao qualificado;1;0;0;0
24;existentes/pagos;veiculo novo;2303;"<100
";>=7;4;masculino solteiro;co requerente;1.0;45;nenhum;proria;1;qualificado;1;0;0;0
36;Atrasos anteriores;veiculo novo;8086;100<=X<500;>=7;2;masculino solteiro;nao;4.0;42;nenhum;proria;4;altamente qualificado/empresario;1;1;0;0
24;Critico-outros creditos;veiculo usado;2346;"<100
";4<=X<7;4;masculino solteiro;nao;3.0;35;nenhum;proria;2;qualificado;1;1;0;1
14;existentes/pagos;veiculo novo;3973;"<100
";Desempregado;1;masculino solteiro;nao;4.0;22;nenhum;de graca;1;qualificado;1;0;0;1
12;existentes/pagos;veiculo novo;888;"<100
";>=7;4;masculino solteiro;nao;4.0;41;banco;proria;1;nao qualificado;2;0;0;0
48;existentes/pagos;reforma;10222;"Desconhecido
";4<=X<7;4;masculino solteiro;nao;3.0;37;loja;proria;1;qualificado;1;1;0;1
30;sem creditos/todos pagos;abrir negocio;4221;"<100
";1<=X<4;2;feminino div/dep/cas;nao;1.0;28;nenhum;proria;2;qualificado;1;0;0;1
18;Critico-outros creditos;moveis;6361;"<100
";>=7;2;masculino solteiro;nao;1.0;41;nenhum;proria;1;qualificado;1;1;0;1
12;existentes/pagos;reforma;1297;"<100
";1<=X<4;3;masculino cas/viu;nao;4.0;23;nenhum;alugada;1;qualificado;1;0;0;1
12;existentes/pagos;veiculo novo;900;"Desconhecido
";1<=X<4;4;masculino cas/viu;nao;2.0;23;nenhum;proria;1;qualificado;1;0;0;0
21;existentes/pagos;moveis;2241;"<100
";>=7;4;masculino solteiro;nao;2.0;50;nenhum;proria;2;qualificado;1;0;0;1
6;Atrasos anteriores;moveis;1050;"<100
";Desempregado;4;masculino solteiro;nao;1.0;35;loja;proria;2;altamente qualificado/empresario;1;1;0;1
6;Critico-outros creditos;educacao;1047;"<100
";1<=X<4;2;feminino div/dep/cas;nao;4.0;50;nenhum;proria;1;nao qualificado;1;0;0;1
24;Critico-outros creditos;outros;6314;"<100
";Desempregado;4;masculino solteiro;co requerente;2.0;27;banco;proria;2;altamente qualificado/empresario;1;1;0;1
30;todos pagos;moveis;3496;>=1000;1<=X<4;4;masculino solteiro;nao;2.0;34;loja;proria;1;qualificado;2;1;0;1
48;todos pagos;abrir negocio;3609;"<100
";1<=X<4;1;feminino div/dep/cas;nao;1.0;27;loja;proria;1;qualificado;1;0;0;1
12;Critico-outros creditos;veiculo novo;4843;"<100
";>=7;3;masculino solteiro;co requerente;4.0;43;nenhum;alugada;2;qualificado;1;1;0;0
30;Critico-outros creditos;reforma;3017;"<100
";>=7;4;masculino solteiro;nao;4.0;47;nenhum;proria;1;qualificado;1;0;0;1
24;Critico-outros creditos;abrir negocio;4139;100<=X<500;1<=X<4;3;masculino solteiro;nao;3.0;27;nenhum;proria;2;nao qualificado;1;1;0;1
36;existentes/pagos;abrir negocio;5742;100<=X<500;4<=X<7;2;masculino solteiro;nao;2.0;31;nenhum;proria;2;qualificado;1;1;0;1
60;existentes/pagos;veiculo novo;10366;"<100
";>=7;2;masculino solteiro;nao;4.0;42;nenhum;proria;1;altamente qualificado/empresario;1;1;0;1
6;Critico-outros creditos;veiculo novo;2080;500<=X<1000;1<=X<4;1;masculino cas/viu;nao;2.0;24;nenhum;proria;1;qualificado;1;0;0;1
21;Atrasos anteriores;abrir negocio;2580;500<=X<1000;<1;4;masculino solteiro;nao;2.0;41;banco;proria;1;nao qualificado;2;0;0;0
24;Critico-outros creditos;moveis;5150;"<100
";>=7;4;masculino solteiro;nao;4.0;33;nenhum;proria;1;qualificado;1;1;0;1
72;existentes/pagos;reforma;5595;100<=X<500;1<=X<4;2;masculino cas/viu;nao;2.0;24;nenhum;proria;1;qualificado;1;0;0;0
24;existentes/pagos;reforma;2384;"<100
";>=7;4;masculino solteiro;nao;4.0;64;banco;alugada;1;nao qualificado;1;0;0;1
18;existentes/pagos;reforma;1453;"<100
";<1;3;feminino div/dep/cas;nao;1.0;26;nenhum;proria;1;qualificado;1;0;0;1
6;existentes/pagos;educacao;1538;"<100
";<1;1;feminino div/dep/cas;nao;2.0;56;nenhum;proria;1;qualificado;1;0;0;1
12;existentes/pagos;reforma;2279;"Desconhecido
";1<=X<4;4;masculino solteiro;nao;4.0;37;nenhum;de graca;1;qualificado;1;1;0;1
15;Atrasos anteriores;reforma;1478;"<100
";1<=X<4;4;masculino cas/viu;nao;3.0;33;banco;proria;2;qualificado;1;0;0;1
24;Critico-outros creditos;reforma;5103;"<100
";<1;3;masculino cas/viu;nao;3.0;47;nenhum;de graca;3;qualificado;1;1;0;1
36;Atrasos anteriores;abrir negocio;9857;100<=X<500;4<=X<7;1;masculino solteiro;nao;3.0;31;nenhum;proria;2;nao qualificado;2;1;0;1
60;existentes/pagos;veiculo novo;6527;"Desconhecido
";1<=X<4;4;masculino solteiro;nao;4.0;34;nenhum;de graca;1;qualificado;2;1;0;1
10;Critico-outros creditos;reforma;1347;"Desconhecido
";4<=X<7;4;masculino solteiro;nao;2.0;27;nenhum;proria;2;qualificado;1;1;0;1
36;Atrasos anteriores;veiculo novo;2862;100<=X<500;>=7;4;masculino solteiro;nao;3.0;30;nenhum;de graca;1;qualificado;1;0;0;1
9;existentes/pagos;reforma;2753;100<=X<500;>=7;3;masculino solteiro;co requerente;4.0;35;nenhum;proria;1;qualificado;1;1;0;1
12;existentes/pagos;veiculo novo;3651;>=1000;1<=X<4;1;masculino solteiro;nao;3.0;31;nenhum;proria;1;qualificado;2;0;0;1
15;Critico-outros creditos;moveis;975;"<100
";1<=X<4;2;maculino div/dep;nao;3.0;25;nenhum;proria;2;qualificado;1;0;0;1
15;existentes/pagos;reforma casa;2631;100<=X<500;1<=X<4;3;feminino div/dep/cas;nao;2.0;25;nenhum;proria;1;nao qualificado;1;0;0;1
24;existentes/pagos;reforma;2896;100<=X<500;<1;2;masculino solteiro;nao;1.0;29;nenhum;proria;1;qualificado;1;0;0;1
6;Critico-outros creditos;veiculo novo;4716;"Desconhecido
";<1;1;masculino solteiro;nao;3.0;44;nenhum;proria;2;nao qualificado;2;0;0;1
24;existentes/pagos;reforma;2284;"<100
";4<=X<7;4;masculino solteiro;nao;2.0;28;nenhum;proria;1;qualificado;1;1;0;1
6;existentes/pagos;veiculo usado;1236;500<=X<1000;1<=X<4;2;masculino solteiro;nao;4.0;50;nenhum;alugada;1;qualificado;1;0;0;1
12;existentes/pagos;reforma;1103;"<100
";4<=X<7;4;masculino solteiro;sim;3.0;29;nenhum;proria;2;qualificado;1;0;1;1
12;Critico-outros creditos;veiculo novo;926;"<100
";Desempregado;1;feminino div/dep/cas;nao;2.0;38;nenhum;proria;1;desempregado;1;0;0;1
18;Critico-outros creditos;reforma;1800;"<100
";1<=X<4;4;masculino solteiro;nao;2.0;24;nenhum;proria;2;qualificado;1;0;0;1
15;existentes/pagos;educacao;1905;"<100
";>=7;4;masculino solteiro;nao;4.0;40;nenhum;alugada;1;altamente qualificado/empresario;1;1;0;1
12;existentes/pagos;moveis;1123;500<=X<1000;1<=X<4;4;feminino div/dep/cas;nao;4.0;29;nenhum;alugada;1;nao qualificado;1;0;0;0
48;Critico-outros creditos;veiculo usado;6331;"<100
";>=7;4;masculino solteiro;nao;4.0;46;nenhum;de graca;2;qualificado;1;1;0;0
24;existentes/pagos;reforma;1377;100<=X<500;>=7;4;feminino div/dep/cas;nao;2.0;47;nenhum;de graca;1;qualificado;1;1;0;1
30;Atrasos anteriores;abrir negocio;2503;100<=X<500;>=7;4;masculino solteiro;nao;2.0;41;loja;proria;2;qualificado;1;0;0;1
27;existentes/pagos;abrir negocio;2528;"<100
";<1;4;feminino div/dep/cas;nao;1.0;32;nenhum;proria;1;qualificado;2;1;0;1
15;existentes/pagos;veiculo novo;5324;500<=X<1000;>=7;1;feminino div/dep/cas;nao;4.0;35;nenhum;de graca;1;qualificado;1;0;0;1
48;existentes/pagos;veiculo novo;6560;100<=X<500;4<=X<7;3;masculino solteiro;nao;2.0;24;nenhum;proria;1;qualificado;1;0;0;0
12;sem creditos/todos pagos;moveis;2969;"<100
";<1;4;feminino div/dep/cas;nao;3.0;25;nenhum;alugada;2;qualificado;1;0;0;0
9;existentes/pagos;reforma;1206;"<100
";>=7;4;feminino div/dep/cas;nao;4.0;25;nenhum;proria;1;qualificado;1;0;0;1
9;existentes/pagos;reforma;2118;"<100
";1<=X<4;2;masculino solteiro;nao;2.0;37;nenhum;proria;1;nao qualificado;2;0;0;1
18;Critico-outros creditos;reforma;629;500<=X<1000;>=7;4;masculino solteiro;nao;3.0;32;banco;proria;2;altamente qualificado/empresario;1;1;0;1
6;todos pagos;educacao;1198;"<100
";>=7;4;feminino div/dep/cas;nao;4.0;35;nenhum;de graca;1;qualificado;1;0;0;0
21;existentes/pagos;veiculo usado;2476;"Desconhecido
";>=7;4;masculino solteiro;nao;4.0;46;nenhum;proria;1;altamente qualificado/empresario;1;1;0;1
9;Critico-outros creditos;reforma;1138;"<100
";1<=X<4;4;masculino solteiro;nao;4.0;25;nenhum;proria;2;nao qualificado;1;0;0;1
60;existentes/pagos;veiculo novo;14027;"<100
";4<=X<7;4;masculino solteiro;nao;2.0;27;nenhum;proria;1;altamente qualificado/empresario;1;1;0;0
30;Critico-outros creditos;veiculo usado;7596;"Desconhecido
";>=7;1;masculino solteiro;nao;4.0;63;nenhum;proria;2;qualificado;1;0;0;1
30;Critico-outros creditos;reforma;3077;"Desconhecido
";>=7;3;masculino solteiro;nao;2.0;40;nenhum;proria;2;qualificado;2;1;0;1
18;existentes/pagos;reforma;1505;"<100
";1<=X<4;4;masculino solteiro;nao;2.0;32;nenhum;de graca;1;altamente qualificado/empresario;1;1;0;1
24;Critico-outros creditos;reforma;3148;"Desconhecido
";1<=X<4;3;masculino solteiro;nao;2.0;31;nenhum;proria;2;qualificado;1;1;0;1
20;sem creditos/todos pagos;veiculo usado;6148;100<=X<500;>=7;3;masculino cas/viu;nao;4.0;31;banco;proria;2;qualificado;1;1;0;1
9;sem creditos/todos pagos;reforma;1337;"<100
";<1;4;masculino solteiro;nao;2.0;34;nenhum;proria;2;altamente qualificado/empresario;1;1;0;0
6;todos pagos;educacao;433;>=1000;<1;4;feminino div/dep/cas;nao;2.0;24;banco;alugada;1;qualificado;2;0;0;0
12;existentes/pagos;veiculo novo;1228;"<100
";1<=X<4;4;feminino div/dep/cas;nao;2.0;24;nenhum;proria;1;nao qualificado;1;0;0;0
9;existentes/pagos;reforma;790;500<=X<1000;1<=X<4;4;feminino div/dep/cas;nao;3.0;66;nenhum;proria;1;nao qualificado;1;0;0;1
27;existentes/pagos;veiculo novo;2570;"<100
";1<=X<4;3;feminino div/dep/cas;nao;3.0;21;nenhum;alugada;1;qualificado;1;0;0;0
6;Critico-outros creditos;veiculo novo;250;>=1000;1<=X<4;2;feminino div/dep/cas;nao;2.0;41;banco;proria;2;nao qualificado;1;0;0;1
15;Critico-outros creditos;reforma;1316;500<=X<1000;1<=X<4;2;masculino cas/viu;nao;2.0;47;nenhum;proria;2;nao qualificado;1;0;0;1
18;existentes/pagos;reforma;1882;"<100
";1<=X<4;4;feminino div/dep/cas;nao;4.0;25;banco;alugada;2;qualificado;1;0;0;0
48;todos pagos;abrir negocio;6416;"<100
";>=7;4;feminino div/dep/cas;nao;3.0;59;nenhum;alugada;1;qualificado;1;0;0;0
24;Critico-outros creditos;abrir negocio;1275;>=1000;1<=X<4;2;maculino div/dep;nao;4.0;36;nenhum;proria;2;qualificado;1;1;0;1
24;Atrasos anteriores;reforma;6403;"<100
";<1;1;masculino solteiro;nao;2.0;33;nenhum;proria;1;qualificado;1;0;0;1
24;existentes/pagos;reforma;1987;"<100
";1<=X<4;2;masculino solteiro;nao;4.0;21;nenhum;alugada;1;nao qualificado;2;0;0;0
8;existentes/pagos;reforma;760;"<100
";4<=X<7;4;feminino div/dep/cas;sim;2.0;44;nenhum;proria;1;nao qualificado;1;0;0;1
24;existentes/pagos;veiculo usado;2603;>=1000;1<=X<4;2;feminino div/dep/cas;nao;4.0;28;nenhum;alugada;1;qualificado;1;1;0;1
4;Critico-outros creditos;veiculo novo;3380;"<100
";4<=X<7;1;feminino div/dep/cas;nao;1.0;37;nenhum;proria;1;qualificado;2;0;0;1
36;todos pagos;quitar divida;3990;"Desconhecido
";<1;3;feminino div/dep/cas;nao;2.0;29;banco;proria;1;desempregado;1;0;0;1
24;existentes/pagos;veiculo usado;11560;"<100
";1<=X<4;1;feminino div/dep/cas;nao;4.0;23;nenhum;alugada;2;altamente qualificado/empresario;1;0;0;0
18;existentes/pagos;veiculo novo;4380;100<=X<500;1<=X<4;3;masculino solteiro;nao;4.0;35;nenhum;proria;1;nao qualificado;2;1;0;1
6;Critico-outros creditos;veiculo novo;6761;"<100
";4<=X<7;1;masculino solteiro;nao;3.0;45;nenhum;proria;2;altamente qualificado/empresario;2;1;0;1
30;sem creditos/todos pagos;abrir negocio;4280;100<=X<500;1<=X<4;4;feminino div/dep/cas;nao;4.0;26;nenhum;alugada;2;nao qualificado;1;0;0;0
24;todos pagos;veiculo novo;2325;100<=X<500;4<=X<7;2;masculino solteiro;nao;3.0;32;banco;proria;1;qualificado;1;0;0;1
10;todos pagos;reforma;1048;"<100
";1<=X<4;4;masculino solteiro;nao;4.0;23;loja;proria;1;nao qualificado;1;0;0;1
21;existentes/pagos;reforma;3160;"Desconhecido
";>=7;4;masculino solteiro;nao;3.0;41;nenhum;proria;1;qualificado;1;1;0;1
24;todos pagos;moveis;2483;500<=X<1000;1<=X<4;4;masculino solteiro;nao;4.0;22;loja;proria;1;qualificado;1;1;0;1
13;Critico-outros creditos;abrir negocio;1797;"<100
";<1;3;masculino solteiro;nao;1.0;28;banco;proria;2;nao qualificado;1;0;0;1
15;existentes/pagos;veiculo novo;2511;"<100
";Desempregado;1;feminino div/dep/cas;nao;4.0;23;nenhum;alugada;1;qualificado;1;0;0;1
12;existentes/pagos;veiculo novo;1274;"<100
";<1;3;feminino div/dep/cas;nao;1.0;37;nenhum;proria;1;nao qualificado;1;0;0;0
21;existentes/pagos;veiculo usado;5248;"Desconhecido
";1<=X<4;1;masculino solteiro;nao;3.0;26;nenhum;proria;1;qualificado;1;0;0;1
6;existentes/pagos;moveis;428;"<100
";>=7;2;feminino div/dep/cas;nao;1.0;49;banco;proria;1;qualificado;1;1;0;1
18;existentes/pagos;veiculo novo;976;"<100
";<1;1;feminino div/dep/cas;nao;2.0;23;nenhum;proria;1;nao qualificado;1;0;0;0
12;existentes/pagos;abrir negocio;841;100<=X<500;4<=X<7;2;feminino div/dep/cas;nao;4.0;23;nenhum;alugada;1;nao qualificado;1;0;0;1
30;Critico-outros creditos;reforma;5771;"<100
";4<=X<7;4;feminino div/dep/cas;nao;2.0;25;nenhum;proria;2;qualificado;1;0;0;1
12;Atrasos anteriores;reforma casa;1555;>=1000;>=7;4;masculino solteiro;nao;4.0;55;nenhum;de graca;2;qualificado;2;0;0;0
24;existentes/pagos;veiculo novo;1285;"Desconhecido
";4<=X<7;4;feminino div/dep/cas;nao;4.0;32;nenhum;alugada;1;qualificado;1;0;0;0
6;Critico-outros creditos;veiculo novo;1299;"<100
";1<=X<4;1;masculino solteiro;nao;1.0;74;nenhum;proria;3;desempregado;2;0;1;1
15;Critico-outros creditos;reforma;1271;"Desconhecido
";1<=X<4;3;masculino solteiro;nao;4.0;39;nenhum;de graca;2;qualificado;1;1;0;0
24;existentes/pagos;veiculo novo;1393;"<100
";1<=X<4;2;masculino solteiro;sim;2.0;31;nenhum;proria;1;qualificado;1;1;0;1
12;Critico-outros creditos;veiculo novo;691;"<100
";>=7;4;masculino solteiro;nao;3.0;35;nenhum;proria;2;qualificado;1;0;0;0
15;Critico-outros creditos;veiculo novo;5045;"Desconhecido
";>=7;1;feminino div/dep/cas;nao;4.0;59;nenhum;proria;1;qualificado;1;1;0;1
18;Critico-outros creditos;moveis;2124;"<100
";1<=X<4;4;feminino div/dep/cas;nao;4.0;24;nenhum;alugada;2;qualificado;1;0;0;0
12;existentes/pagos;reforma;2214;"<100
";1<=X<4;4;masculino solteiro;nao;3.0;24;nenhum;proria;1;nao qualificado;1;0;0;1
21;Critico-outros creditos;veiculo novo;12680;"Desconhecido
";>=7;4;masculino solteiro;nao;4.0;30;nenhum;de graca;1;altamente qualificado/empresario;1;1;0;0
24;Critico-outros creditos;veiculo novo;2463;100<=X<500;4<=X<7;4;masculino cas/viu;nao;3.0;27;nenhum;proria;2;qualificado;1;1;0;1
12;existentes/pagos;reforma;1155;"<100
";>=7;3;masculino cas/viu;sim;3.0;40;banco;proria;2;nao qualificado;1;0;0;1
30;existentes/pagos;moveis;3108;"<100
";<1;2;maculino div/dep;nao;4.0;31;nenhum;proria;1;nao qualificado;1;0;0;0
10;existentes/pagos;veiculo usado;2901;"Desconhecido
";<1;1;feminino div/dep/cas;nao;4.0;31;nenhum;alugada;1;qualificado;1;0;0;1
12;Critico-outros creditos;moveis;3617;"<100
";>=7;1;masculino solteiro;nao;4.0;28;nenhum;alugada;3;qualificado;1;1;0;1
12;Critico-outros creditos;reforma;1655;"<100
";>=7;2;masculino solteiro;nao;4.0;63;nenhum;proria;2;nao qualificado;1;1;0;1
24;existentes/pagos;veiculo usado;2812;"Desconhecido
";>=7;2;feminino div/dep/cas;nao;4.0;26;nenhum;alugada;1;qualificado;1;0;0;1
36;Critico-outros creditos;educacao;8065;"<100
";1<=X<4;3;feminino div/dep/cas;nao;2.0;25;nenhum;proria;2;altamente qualificado/empresario;1;1;0;0
21;Critico-outros creditos;veiculo usado;3275;"<100
";>=7;1;masculino solteiro;nao;4.0;36;nenhum;proria;1;altamente qualificado/empresario;1;1;0;1
